author_id,author_language,author_source_id,author_display_name,author_canonical_name,author_agent_kind,author_historicity_status,author_period,author_date_range,author_region,author_cultural_context,author_bio,author_prominence_score,author_prominence_tier,author_confidence,author_notes,author_generator_models,author_generator_run_id,work_count,word_count,representative_titles
phi1279,lat,phi1279,Laelius Felix,Laelius Felix,person,historical,2nd c. CE,fl. c. 150 CE,Rome,Roman,"A Roman jurist known from surviving fragments of his legal writings, particularly on civil law. He is cited by later legal compilations such as the Digest.",10,obscure,medium,Only fragments preserved in later sources; no independent biography.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,140,"iurisprudentia, fragmenta"
phi0085,lat,phi0085,C. Laelius Sapiens,Gaius Laelius Sapiens,person,historical,Republican (2nd century BCE),2nd century BCE,Rome,Roman Republic,"Roman statesman and orator, friend of Scipio Aemilianus and a central figure in the Scipionic Circle; fragments of his speeches survive.",55,common,high,Cicero portrays him as a wise man; his historical oratory is preserved in fragments.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,102,orationes
phi0538,lat,phi0538,Laevius,Laevius,person,historical,1st century BCE,fl. ca. 1st century BCE,Rome,Roman Republic/early Empire,"Laevius was a Roman poet of the late Republic; fragments of his poems, including some dubia, survive.",15,obscure,medium,Fragments.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,329,carmina | fr. dubium a Morel omissum
civ0004,lat,civ0004,Latin Bible (Vulgate),Latin Bible (Vulgate),work_title,not_applicable,Late Antiquity,4th–5th centuries CE,Rome/Bethlehem,Christian Bible,"The Latin translation of the Bible primarily attributed to Jerome, known as the Vulgate.",98,canonical,high,Complex textual history.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,71,661116,Genesis | Psalms (from the Old Greek) | Psalms (from the Hebrew) | Isaiah | Luke | 1 Corinthians | Romans | Judith
phi0911,lat,phi0911,Laus Pisonis,Laus Pisonis,work_title,not_applicable,1st c. CE,fl. c. 20–50 CE,Rome,Roman,"A hexameter panegyric in praise of a Piso, the Laus Pisonis is transmitted anonymously and is often attributed to a young Calpurnius Siculus or an unknown poet. The work is a valuable example of imperial encomium.",20,specialist,high,The author is the text itself; no personal author is named in the manuscript tradition. The title occupies the author slot.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,1689,Laus Pisonis
phi1282,lat,phi1282,Lentulus,Lentulus,person,uncertain,Late Republic / Early Imperial,uncertain,Rome,Roman,"Author of a mime, known only from a single fragment. Possibly a member of the Cornelii Lentuli family.",5,obscure,low,Identity is uncertain; the fragment is the sole attestation.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,15,mimus
phi0500,lat,phi0500,L. Licinius Crassus,"Crassus, Lucius Licinius",person,historical,Late Republican,140–91 BCE,Rome,Roman,"Lucius Licinius Crassus was a celebrated Roman orator and statesman, a leading figure in the generation before Cicero. His speeches, known from fragments, were praised for their elegance and force.",30,major,high,Fragments preserved by Cicero and others.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,631,orationes
phi0091,lat,phi0091,Licinius Imbrex,Licinius Imbrex,person,uncertain,Late Republic?,c. 2nd-1st c. BCE?,Rome,Roman,"Minor Roman playwright, possible author of palliatae (comedy in Greek dress). Known only from a single fragment.",8,obscure,low,The name appears in a fragment list; virtually nothing is otherwise known.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,15,palliatae
phi0556,lat,phi0556,C. Licinius Macer,Gaius Licinius Macer,person,historical,Late Republic,c. 107–66 BCE,Rome,Roman,"C. Licinius Macer was a Roman annalist and orator, known for his historical work (Annales) and speeches. He was also a praetor and a supporter of the popular party, and his son, Licinius Macer Calvus, was a noted poet and orator.",35,common,high,Historical figure with surviving fragments from his orations and annalistic history.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,79,oratio | Annales
phi0456,lat,phi0456,C. Licinius Macer Calvus,Gaius Licinius Macer Calvus,person,historical,Roman Republic,82–47 BCE,Rome,Latin poetry and oratory,"Calvus was a Roman poet and orator, a member of the neoterics, known for his love poems and speeches; only fragments remain.",35,common,medium,Fragmentary corpus; important for literary history.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,238,carmina | orationes
phi0546,lat,phi0546,C. Licinius Mucianus,C. Licinius Mucianus,person,historical,Flavian period,1st century CE,Rome,Roman historiography,"Roman senator and historian, known from fragments.",20,obscure,low,Only a few fragments survive.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,28,historiae
phi0094,lat,phi0094,L. Livius Andronicus,"Livius Andronicus, L.",person,historical,Early Republic,c. 280–200 BCE,Southern Italy / Rome,Roman,"A Greek freedman from Tarentum, regarded as the founder of Latin literature; he translated the Odyssey into Saturnian verse and wrote the first Latin tragedies and comedies.",60,major,high,Fragmentary corpus; pioneering role firmly attested.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,3,612,tragoediae | Odyssia | palliatae
phi0917,lat,urn:cts:latinLit:phi0917,Lucan,"Lucanus, Marcus Annaeus",person,historical,Neronian,39–65 CE,Rome,Roman,"Lucan was a Roman poet and a leading figure of the Silver Age, best known for his epic poem 'Bellum Civile' (Pharsalia), which chronicles the civil war between Caesar and Pompey. His work is noted for its rhetorical intensity and Stoic themes.",90,canonical,high,Major epic poet; works include a lost poem on the fall of Troy.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,51136,Bellum Civile | carmina
phi0097,lat,phi0097,C. Lucilius,"Lucilius, Gaius",person,historical,2nd century BCE,180 BCE – 102/1 BCE,Italy,Roman Republic,"The pioneer of Roman satire, whose thirty books of Saturae influenced Horace, Persius, and Juvenal. Only fragments survive, but attest his wide-ranging social criticism.",75,canonical,high,Life well-attested; work lost except fragments.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,7985,"Saturae, fragmenta"
phi0920,lat,phi0920,Lucilius iunior,Lucilius Iunior,person,historical,Early Imperial,1st cent. CE (Neronian–Flavian),Campania?,Roman,"Lucilius Iunior is a Latin poet known from a small collection of poems (carmina) attributed to him in the Latin Anthology. He is sometimes identified with the Lucilius who was a friend of Seneca the Younger, but the identification is uncertain.",8,obscure,low,"Fragmentary poetic corpus; the name distinguishes him from the satirist Gaius Lucilius, but evidence is thin.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,29,carmina
phi1242,lat,urn:cts:latinLit:phi1242,Lucius Annaeus Florus,Florus,person,historical,Roman Empire,2nd century CE,Rome,Latin historiography and poetry,"Florus was a Roman historian and poet, author of an epitome of Roman history and some poems in the Anthologia Latina.",60,major,high,Well-preserved; important for Roman historical tradition.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,5,28647,Epitome Bell. Omn. Ann. DCC | carmina in Anthologia Latina | Vergilius Orator an Poeta | carmina | epist. ad imperat. Hadrianum
phi1017,lat,urn:cts:latinLit:phi1017,Lucius Annaeus Seneca,Seneca the Younger,person,historical,early imperial,4 BCE–65 CE,Roman Empire (Spain/Italy),"Latin philosophy, tragedy, and epistolography","Lucius Annaeus Seneca (Seneca the Younger) was a Roman Stoic philosopher, statesman, and playwright. He authored numerous works including 'Epistulae Morales ad Lucilium', tragedies like 'Thyestes' and 'Agamemnon', and philosophical dialogues. He served as advisor to Emperor Nero and was forced to commit suicide.",98,canonical,high,Well-attested historical figure; extensive biographical and textual tradition.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,18,376543,Epistulae Morales ad Lucilium | Thyestes | Agamemnon | De Clementia | Troades | Oedipus | Dialogi | Hercules Oetaeus
phi0845,lat,urn:cts:latinLit:phi0845,Lucius Junius Moderatus Columella,Columella,person,historical,Roman Empire,4–70 CE,"Gades (Cádiz), Rome",Latin agricultural literature,"Columella was a Roman writer on agriculture, whose comprehensive work De Re Rustica is an important source on Roman farming.",65,major,high,Well-preserved corpus.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,121096,De Arboribus | De Re Rustica
phi0550,lat,urn:cts:latinLit:phi0550,Lucretius,"Lucretius Carus, Titus",person,historical,mid 1st century BCE,c. 94–55 BCE,Rome (likely),Roman Republican,"Roman poet and philosopher, author of 'De Rerum Natura', a didactic epic expounding Epicurean physics and ethics in splendid Latin verse.",100,canonical,high,Well-attested historical author; his major poem survives.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,3,49847,De Rerum Natura | fragmenta | Capitula
phi0100,lat,phi0100,Luscius Lanuvinus,Luscius Lanuvinus,person,historical,Early 2nd century BCE,fl. ca. 200–160 BCE,Rome (originally Lanuvium),Latin comedy (palliatae),"Luscius Lanuvinus was a Roman comic playwright of the early 2nd century BCE, active alongside or slightly before Terence. He wrote fabulae palliatae but only tiny fragments survive. He is known for his stylistic conservatism and rivalry with Terence.",15,obscure,medium,Fragmentary remains; biographical details are inferred from Terence's prologues.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,15,palliatae
phi0552,lat,phi0552,Q. Lutatius Catulus,Quintus Lutatius Catulus,person,historical,Republican,2nd–1st century BCE,Rome,Roman Republic,"Roman politician and patron of letters, notably remembered for his epigrams and historical writings, representative of early Roman literary culture.",65,common,medium,Attested as a figure active in late 2nd to early 1st century BCE. The historical record is fragmentary.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,73,epigrammata | Communes Historiae
phi0473,lat,phi0473,Q. Lutatius Catulus iunior,Quintus Lutatius Catulus (the Younger),person,historical,Late Republican,early 1st century BCE,Rome,Roman Republic,"Roman orator and son of the elder Catulus; a fragment of his oratory is preserved, though his career is largely overshadowed by his father.",15,obscure,medium,Distinguished from his father by the 'iunior' epithet. Very few textual remains.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,10,orationes
phi0564,lat,phi0564,M'. Manilius,"Manilius, Manius",person,historical,2nd–1st century BCE,fl. ca. 100 BCE,Rome,Roman jurisprudence (iurisprudentia),"Manius Manilius was a Roman jurist of the late 2nd or early 1st century BCE, a member of the legal Scaevolan school. His works on civil law are cited by later authorities, though only fragments survive.",25,specialist,medium,Fragmentary; known through legal compilations.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,77,iurisprudentia
phi0558,lat,phi0558,C. Maecenas,"Maecenas, Gaius",person,historical,Augustan,70–8 BCE,Rome,Roman,"Gaius Maecenas, a wealthy Roman patron of letters and trusted advisor to Augustus, supported poets such as Horace and Virgil. His own poetic fragments are slight but reflect his engagement with contemporary literary trends.",45,major,high,Known primarily as a patron; his poetic output is fragmentary.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,113,fragmentum a Morel omissum | carmina
phi0926,lat,phi0926,M. Manilius,M. Manilius,person,historical,1st c. CE,fl. c. 10–30 CE,Rome (possibly Asia),Roman,"A Roman poet and astrologer, author of the didactic Astronomica in five books, the earliest complete Latin work on astrology. His identity is otherwise unknown, but his poem shows Stoic and Hellenistic influence.",55,major,high,"Although the poet is securely named, little is known of his life; the work survives complete.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,27499,Astronomica
phi0562,lat,phi0562,Manilius,Manilius,person,historical,early 1st century CE,c. 1–30 CE,Rome,Roman Imperial,"Roman poet known for his didactic work on astronomy and astrology, the 'Astronomica'. Likely active during the reigns of Augustus and Tiberius.",60,common,high,"Manilius is a historical figure, though biographical details are scant. His 'Astronomica' survives in part.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,27,carmina
phi0606,lat,phi0606,L. Marcius Philippus,Lucius Marcius Philippus,person,historical,Late Republic,c. 136–c. 76 BCE,Rome,Roman,"L. Marcius Philippus was a Roman orator and politician, known for his eloquence and his role in the civil wars. His speeches are lost except for a few fragments cited by later authors.",25,common,high,Historical orator; fragments survive in rhetorical works.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,15,orationes
phi0103,lat,phi0103,Cn. Marcius vates,Cn. Marcius,person,legendary,3rd c. BCE,fl. c. 230 BCE,Rome,Roman,"A shadowy early Roman prophet (vates) and poet, said to have composed oracular or didactic praecepta. He is known only from citations by later writers, and his historicity is uncertain.",5,obscure,low,Marcius is a legendary figure; his works are anonymous and may be pseudepigraphic. The cognomen 'vates' indicates a prophetic role.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,16,praecepta
phi0474,lat,urn:cts:latinLit:phi0474,Marcus Tullius Cicero,"Cicero, Marcus Tullius",person,historical,1st century BCE,106 BCE – 43 BCE,Italy,Roman Republic,"The preeminent Roman orator, philosopher, and statesman. His vast corpus of speeches, letters, and philosophical works shaped Latin prose and Western thought. Works include Tusculan Disputations, On the Orator, and many famous orations.",100,canonical,high,"Life, career, and works are exceptionally well-documented.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,75,1216622,Tusculanae Disputationes | Orator | De Lege Agraria | In Catilinam | Pro Murena | Pro Milone | Pro Q. Roscio Comoedo | Laelius de Amicitia
phi1291,lat,phi1291,Marianus,Marianus,person,uncertain,Unknown,uncertain,uncertain,Roman,Minor Latin author known only from a fragment on the Lupercalia festival.,5,obscure,low,Only a single fragment survives; date and provenance are unknown.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,21,Lupercalia
phi1294,lat,urn:cts:latinLit:phi1294,Martial,M. Valerius Martialis,person,historical,Imperial,38-104 AD,Rome,Roman,"Marcus Valerius Martialis, known as Martial, was a Roman poet from Hispania, famous for his twelve books of Epigrams, which provide vivid insight into Roman society under the Flavian dynasty.",90,canonical,high,Well-attested historical figure.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,59999,Epigrammata | Spectacula
phi1297,lat,phi1297,Marullus,Marullus,person,historical,Early Imperial,1st century BCE–1st century CE,Rome,Roman,Roman mimographer known only from a single fragment of mime.,5,obscure,low,Name and text from indirect tradition; uncertain identification.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,13,mimi
phi0031,lat,phi0031,mater Gracchorum Cornelia,Cornelia mater Gracchorum,person,historical,Roman Republic,2nd century BCE,Rome,Roman epistolography,"Roman matron, mother of Tiberius and Gaius Gracchus, known for her letters.",60,common,medium,Fragments of her letters survive; authenticity sometimes questioned.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,255,"epistula, fragmenta"
phi0568,lat,phi0568,Cn. Matius,Cn. Matius,person,historical,Late Roman Republic,1st century BCE,Rome,Latin poetry,"Roman poet of the neoteric school, known from fragments.",30,specialist,medium,Fragments of his poems survive.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,129,carmina
phi2349,lat,phi2349,Maurus Servius Honoratus,Maurus Servius Honoratus,person,historical,Late Antiquity,late 4th–early 5th cent. CE,Rome,Roman (Late Antique),"Maurus Servius Honoratus was a Late Antique grammarian and commentator, best known for his extensive commentaries on Virgil's works. His In Vergilii Aeneidos Libros and other grammatical treatises were central to medieval education and survive in multiple manuscripts.",85,canonical,high,Well-attested historical author with a large surviving corpus; major source for Virgil scholia.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,7,433127,In Vergilii Aeneidos Libros | In Vergilii Bucolicon Librum | Commentarius in Artem Donati | In Vergilii Georgicon Libros | De Centum Metris | De Finalibus | De Metris Horatianis
phi0104,lat,phi0104,C. Memmius,"Memmius, C.",person,historical,1st century BCE,fl. c. 70–50 BCE,Rome,Roman,"Roman politician and orator, known for his prosecution of Marcus Aemilius Scaurus. Only a few fragments of his speeches survive.",15,specialist,low,Fragments preserved by Cicero and others.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,15,orationes
phi0574,lat,phi0574,C. Memmius L. f.,"Memmius, Gaius (tribune 90 BCE)",person,historical,2nd–1st century BCE,c. 120–70 BCE,Rome,Roman Republican,"Roman politician and orator, tribune in 90 BCE. Fragments of his speeches and a few poetic lines survive.",25,specialist,medium,Attested in Cicero; fragmentary remains.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,52,orationes | carmina
phi0584,lat,phi0584,Mimi Poetarum Incertorum,Mimi Poetarum Incertorum,anonymous_label,not_applicable,unknown,unknown,unknown,uncertain,"A collection of anonymous mime poems from uncertain Latin poets, preserved in fragmentary form.",5,obscure,low,The corpus of mime fragments attributed to uncertain poets.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,106,Mimi Poetarum Incertorum | fragmenta dubia
phi0125,lat,phi0125,P. Mucius Scaevola,P. Mucius Scaevola,person,historical,2nd c. BCE,fl. c. 175–150 BCE,Rome,Roman,"A Roman jurist and pontifex maximus, known for his legal writings. Only a single fragment of his work survives, cited by later legal sources.",8,obscure,medium,The fragment is known through citation; the corpus is extremely small.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,13,fragmentum
phi0636,lat,phi0636,Q. Mucius Scaevola,Q. Mucius Scaevola,person,historical,2nd–1st c. BCE,fl. c. 100–80 BCE,Rome,Roman,"A Roman jurist and pontifex maximus, also known for some carmina (poems). Only a tiny fragment survives. He was a prominent legal authority and was murdered in 82 BCE.",10,obscure,medium,The poetic fragment is extremely brief; attribution is based on ancient references.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,5,carmina
phi0638,lat,phi0638,Q. Mucius Scaevola pontifex,"Mucius Scaevola, Quintus (Pontifex)",person,historical,2nd – 1st century BCE,140 BCE – 82 BCE,Italy,Roman Republic,"A prominent Roman jurist and pontifex maximus, foundational figure in Roman law. Only fragments of his legal writings survive.",50,major,high,Well-documented in legal tradition; works survive only in quotations.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,161,"iurisprudentia, fragmenta"
phi0586,lat,phi0586,Mummius,Mummius,person,uncertain,Early Imperial?,uncertain,Rome,Roman,"Author of Atellan farces, a genre of Italian comic drama. Possibly a Neronian or earlier writer, but identity is obscure.",10,obscure,low,Very little is known; fragments suggest a comic playwright.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,37,Atellanae
phi0112,lat,phi0112,Cn. Naevius,Cn. Naevius,person,historical,3rd c. BCE,c. 270–201 BCE,Campania/Rome,Roman,"A pioneering Roman poet and playwright, Naevius wrote the Bellum Punicum, a foundational epic, along with comedies (palliatae) and tragedies. He introduced the praetexta (historical drama) and is celebrated for his bold political satire.",65,canonical,high,"Fragments survive from multiple works; biography known from ancient sources, though some details are legendary.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,7,1818,"alia carmina epica | Bellum Punicum | palliatae | tragoediae | carmina, frr. a Morel omissa | versus in Metellos sp. | praetextae"
phi0587,lat,phi0587,Naevius,Cn. Naevius,person,historical,Republic,c. 270-201 BC,Rome,Roman,"Gnaeus Naevius was a Roman epic poet and dramatist, known for his Bellum Punicum and comedies.",70,canonical,high,Historical figure; works survive in fragments.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,15,Ilias
phi1306,lat,phi1306,L. Neratius Priscus,Lucius Neratius Priscus,person,historical,Early Imperial,c. 50–c. 120 CE,Samnium,Roman,"L. Neratius Priscus was a prominent Roman jurist of the early Empire, a member of the Proculian school, and a close associate of Emperor Trajan. His legal writings survive in fragmentary form within later compilations.",40,major,high,Well-attested jurist; fragments preserved in the Digesta and Vatican Fragments.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,34,fr. in fragmentis Vaticanis
phi0590,lat,phi0590,P. Nigidius Figulus,Publius Nigidius Figulus,person,historical,Roman Republic,98–45 BCE,Rome,Latin grammar and antiquarianism,"Nigidius Figulus was a Roman praetor and scholar, known for his grammatical and antiquarian works, much admired by Cicero.",40,common,medium,Fragmentary corpus; important for Roman intellectual history.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,852,grammatica
phi0591,lat,phi0591,Ninnius Crassus,Ninnius Crassus,person,historical,1st century BCE,fl. c. 50 BCE,Rome,Roman,"Roman poet, said to have translated Homer's Iliad into Latin verse; only a single line survives.",5,obscure,low,The surviving fragment is quoted by Priscian.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,17,Ilias
phi0594,lat,phi0594,L. Novius,"Novius, L.",person,historical,2nd–1st century BCE,fl. c. 100 BCE,Rome,Roman,Roman orator known only from a single fragment of a speech. His work survives in minute fragments cited by later grammarians.,10,obscure,low,The only witness is a fragment preserved by Nonius Marcellus.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,35,oratio
phi0592,lat,phi0592,Novius,Novius,person,historical,1st century BCE,fl. c. 80 BCE,Rome,Roman,"Roman playwright of Atellan farces, known from fragments. His works are crude rustic comedies.",25,specialist,medium,Fragments preserved by Nonius and other grammarians.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,815,Atellanae
phi0596,lat,phi0596,Numitorius,Numitorius,person,historical,Roman Republic,1st century BCE,Rome,Latin poetry,"Numitorius was a Roman poet known only from a single fragment of his work Antibucolica, a response to Virgil's Eclogues.",5,obscure,low,Extremely fragmentary; known only from a single quotation.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,24,Antibucolica
phi0600,lat,phi0600,C. Oppius,Gaius Oppius,person,historical,Late Republic,1st c. BCE,Rome,Roman,"Roman writer associated with agricultural and biographical topics, often identified as a contemporary of Caesar. Works survive only in fragments cited by later authors.",25,specialist,medium,Fragments of his works are quoted by Pliny the Elder and others.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,93,De Silvestribus Arboribus | vitae
phi0419,lat,phi0419,L. Orbilius Pupillus,Lucius Orbilius Pupillus,person,historical,Late Republic,c. 113–c. 15 BCE,Latium,Roman,L. Orbilius Pupillus was a Roman grammarian known for his strict teaching methods and his influence on literary education. He is remembered primarily through Horace's epistle (Epist. 2.1.70–71) and fragments of his grammatical work.,20,obscure,high,Attested as a historical grammarian; fragments of his grammatical work survive.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,19,grammatica
phi0959,lat,urn:cts:latinLit:phi0959,Ovid,Ovid,person,historical,early imperial,43 BCE–17/18 CE,Roman Empire (Italy/Romania),Latin elegiac and epic poetry,"Ovid (Publius Ovidius Naso) was a Roman poet, best known for his epic 'Metamorphoses', his love poetry in 'Amores' and 'Ars Amatoria', and his exile poetry 'Tristia' and 'Epistulae ex Ponto'. He was exiled by Augustus to Tomis on the Black Sea, where he died.",99,canonical,high,Well-attested historical figure; extensive biographical and textual tradition.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,15,225804,Metamorphoses | Amores | Ars Amatoria | Fasti | Epistulae (vel Heroides) | Tristia | Epistulae ex Ponto | Remedia Amoris
phi2097,lat,phi2097,Sex. Paconianus,"Paconianus, Sextus",person,historical,1st century CE,fl. ca. 50–100 CE,Rome,Latin poetry,"Sextus Paconianus was a Roman poet known for a single carmen preserved in fragmentary form. His work likely belongs to the early Imperial period, perhaps in the tradition of satirical or light verse.",5,obscure,low,Extremely sparse remains; date and genre are conjectural.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,21,carmen
phi0116,lat,phi0116,M. Pacuvius,"Pacuvius, Marcus",person,historical,2nd century BCE,c. 220-130 BCE,Rome,Roman Republic,"M. Pacuvius (c. 220–130 BCE) was a Roman tragic poet, known for his tragedies and praetextae; fragments of his works survive.",65,major,high,Pacuvius is a major early Roman playwright.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,2789,tragoediae | praetextae
phi0117,lat,phi0117,Papinius,Papinius,person,historical,Early Imperial,1st cent. CE,Rome?,Roman,Papinius is a Latin poet known only from a single epigrammatic fragment preserved in the Latin Anthology. His identity is uncertain; the name may be a confusion with Statius's cognomen but the fragment suggests a separate minor poet.,5,obscure,low,Very fragmentary evidence; the name and single fragment are all that survive.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,27,epigrammation
phi1020,lat,urn:cts:latinLit:phi1020,P. Papinius (Publius Papinius) Statius,"Statius, Publius Papinius",person,historical,1st century CE,45 CE – 96 CE,Italy (Naples),Roman Imperial (Flavian),"A major Latin poet of the Flavian period, author of the epic 'Thebaid', the unfinished 'Achilleid', and the occasional poems of the 'Silvae'. His work bridges Silver Latin epic and Hellenistic tradition.",85,canonical,high,Biographical details are known from his poems and Martial.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,4,95244,Silvae | Achilleis | Thebais | De Bello Germanico (fragment)
phi0019,lat,phi0019,C. Papirius Carbo,"Carbo, C. Papirius",person,historical,2nd century BCE,fl. ca. 120 BCE,Rome,Roman Republic,C. Papirius Carbo was a Roman orator and statesman of the late 2nd century BCE; one fragment of a speech survives.,10,obscure,medium,Only a fragment of one oration.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,23,oratio
phi0460,lat,phi0460,C. Papirius Carbo Arvina,"Papirius Carbo Arvina, Gaius",person,historical,late 2nd – early 1st century BCE,unknown – 119 BCE?,Italy,Roman Republic,"A Roman orator and tribune, known only from a tiny speech fragment.",10,obscure,low,Very sparse surviving evidence; 30 words only.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,30,oratio
phi2456,lat,phi2456,Parthenius Presbyter,Parthenius Presbyter,person,historical,Late Antiquity,4th-5th century AD (?),Uncertain,Christian,"A Christian priest and poet, known only from a few fragments of verse.",10,obscure,low,Little known; possibly a late antique figure.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,94,carmina
phi0966,lat,phi0966,Passienus Crispus,Passienus Crispus,person,historical,Early Imperial,1st century CE,Rome,Roman,"Passienus Crispus was a Roman senator and orator, known for a single surviving oration fragment. He was a prominent figure under Claudius and noted for his wit and rhetorical skill.",12,obscure,medium,Minimal survival; cited by later authors.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,9,oratio
phi9221,lat,phi9221,Paulus Quaestor,Paulus Quaestor,person,historical,late antique,4th–6th century CE,Roman Empire,Latin poetry,"Paulus Quaestor was a Latin poet, known from a few surviving fragments of his carmina. The title 'Quaestor' suggests he held a public office, but his life remains obscure.",5,obscure,low,Survives only in fragments; dates and biography are uncertain.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,22,carmina
phi0969,lat,urn:cts:latinLit:phi0969,Persius,Persius,person,historical,Early Imperial,34–62 CE,Rome,Roman,"Roman satirist and Stoic philosopher, author of six satires that critique Roman society with moral severity. His work was highly influential in antiquity and later.",80,major,high,Complete satires survive; a standard author in Latin curricula.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,4544,Saturae
phi0972,lat,urn:cts:latinLit:phi0972,Petronius Arbiter,Petronius Arbiter,person,historical,Neronian,c. 27–66 CE,Rome,Roman,"Petronius Arbiter, likely the same as Gaius Petronius, was a Roman courtier and author of the 'Satyrica,' a comic, picaresque novel that offers vivid, satirical glimpses of Neronian society. His work is a key text of Roman fiction.",85,canonical,high,Identity is accepted by most scholars; fragments of the Satyrica survive.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,32586,"Satyrica | Satyrica, fragmenta"
phi0975,lat,urn:cts:latinLit:phi0975,Phaedrus,Phaedrus,person,historical,Early Roman Empire,1st century CE,Rome,Latin literature,"Roman fabulist, author of verse fables in the Aesopic tradition.",70,major,high,Well-attested author.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,11649,Fabulae Aesopiae | Fabularum Appendix
