author_id,author_language,author_display_name,author_canonical_name,author_agent_kind,author_historicity_status,author_period,author_date_range,author_region,author_cultural_context,author_bio,author_prominence_score,author_prominence_tier,author_confidence,author_notes,author_generator_models,author_generator_run_id,work_count,word_count,representative_titles
langnet:reader:author:san:visvanathakaviraja,san,Viśvanāthakavirāja,Viśvanāthakavirāja,person,historical,c. 14th century CE,1300–1400,"South Asia (Eastern India, likely Bengal)",Indian subcontinent; Sanskrit poetics and literary theory,"Viśvanāthakavirāja was a Sanskrit poet and rhetorician, best known for his Sāhityadarpaṇa, a comprehensive treatise on Sanskrit literary theory that remains a standard introduction to alamkāraśāstra.",80,major,high,Sāhityadarpaṇa is securely attributed to him.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,22521,Sāhityadarpaṇa
langnet:reader:author:san:visvesvarakavicandra,san,Viśveśvarakavicandra,Viśveśvarakavicandra,person,historical,early modern,c. 1600–1700 CE,South Asia,Sanskrit courtly literature,"Viśveśvarakavicandra is a Sanskrit poet and scholar, best known for the Camatkāracandrikā, a work on literary aesthetics and drama.",50,specialist,medium,Known primarily from his sole extant work; biographical data are limited.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,50315,Camatkāracandrikā
langnet:reader:author:san:vyasa,san,Vyāsa,Vyāsa,person,legendary,c. 5th–3rd century BCE (traditional dating),,South Asia,Hindu epic and Puranic tradition,"Vyāsa is the legendary compiler of the Mahābhārata and the traditional author of the Bhagavadgītā and the Purāṇas, regarded as a semidivine sage (rṣi) in the Hindu tradition.",90,canonical,medium,Vyāsa is a traditional figure with legendary biography; attribution is traditio-nal rather than historical. The identity likely represents a lineage of bards and redactors.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,1826768,Mahābhārata | Bhagavadgītā
langnet:reader:author:san:samkara,san,Śaṃkara,Śaṃkarācārya,person,historical,early medieval,c. 788–820 CE,Kerala / India wide,"Advaita Vedānta, monastic tradition","Śaṃkara (Śaṃkarācārya) is the most influential philosopher of Advaita Vedānta, renowned for his commentaries on the Upaniṣads, Brahmasūtra, and Bhagavadgītā, and for founding monastic centers across India.",100,canonical,high,Large corpus; traditional dates may be imprecise but historicity is secure.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,18,638534,Chāndogyopaniṣadbhāṣya | Śārīrakamīmāṃsābhāṣya | Īśopaniṣadbhāṣya | Kaṭhopaniṣadbhāṣya | Bṛhadāraṇyakopaniṣadbhāṣya | Taittirīyopaniṣadbhāṣya | Praśnopaniṣadbhāṣya | Aitareyopaniṣadbhāṣya
langnet:reader:author:san:santideva,san,Śāntideva,Śāntideva,person,historical,medieval,c. 685–763 CE,South Asia,Buddhist Mahayana (Madhyamaka),"Śāntideva was an 8th-century Indian Buddhist monk and scholar at Nalanda, renowned for his Bodhicaryāvatāra, a classic text on the bodhisattva path and the cultivation of compassion and wisdom.",85,major,high,Historical figure; widely venerated within Tibetan and East Asian Buddhism.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,1,8687,Bodhicaryāvatāra
langnet:reader:author:san:satasahasrikaprajnaparamita,san,Śatasāhasrikāprajñāpāramitā,Śatasāhasrikā Prajñāpāramitā,work_title,not_applicable,c. 1st century BCE–1st century CE,c. 100 BCE–100 CE,South Asia,Buddhist Mahāyāna scripture,"The Śatasāhasrikāprajñāpāramitā ('Perfection of Wisdom in One Hundred Thousand Lines') is a massive Mahāyāna Buddhist sūtra, part of the larger Prajñāpāramitā corpus. It expounds the concept of emptiness (śūnyatā) and the bodhisattva path, and is traditionally considered a revealed text rather than the work of a named human author.",70,canonical,high,The author_display_name is the title of a canonical text; no human author is attributed. Categorized as work_title per instructions.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,1,341315,Śatasāhasrikā Prajñāpāramitā
langnet:reader:author:san:sivapuranabooks,san,Śivapurāṇabooks,Śivapurāṇa (text corpus),work_title,not_applicable,,,South Asia,Hindu Puranic tradition; Shaivism,"This entry represents the Śivapurāṇa, a major Puranic text dedicated to the god Śiva, used as a collective author heading for its constituent versions and manuscripts.",80,major,high,"The heading 'Śivapurāṇabooks' is a catalog label for the textual corpus of the Śivapurāṇa, not an individual author. It is treated as a work_title author agent kind.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,151213,Śivapurāṇa
langnet:reader:author:san:srikantha,san,Śrīkaṇṭha,Śrīkaṇṭha,person,historical,medieval,c. 14th–16th century,South India,Śaiva Siddhānta,"Śrīkaṇṭha is a Śaiva author of the Ratnatrayaparīkṣā, a work examining the three jewels (pati, paśu, pāśa) from a Śaiva Siddhānta perspective.",45,specialist,medium,Name may be confused with other Śrīkaṇṭhas; specific context points to Śaiva Siddhānta.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,8585,Ratnatrayaparīkṣā
langnet:reader:author:san:simananda,san,Ṣimānanda,Ṣimānanda,person,historical,medieval,c. 16th–17th century CE,South India,Hinduism / Sāṃkhya,"Ṣimānanda is a later Sāṃkhya philosopher, author of the Sāṃkhyatattvavivecana, a commentary on classical Sāṃkhya teachings.",25,specialist,low,Very little biographical data survives; the dating is approximate.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,11721,Sāṃkhyatattvavivecana
langnet:reader:author:san:samantabhadra,san,Samantabhadra,Samantabhadra,person,historical,Classical,c. 300–400,South Asia,Jain (Digambara),"Samantabhadra was a Digambara Jain philosopher and poet, author of the Āptamīmāṃsā, a foundational text on Jain epistemology and the doctrine of the omniscient being. He is revered as an ācārya in the Jain tradition.",55,common,medium,Dates vary widely; sometimes placed in the 2nd–5th centuries. Not to be confused with the Buddha Samantabhadra.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,3117,Āptamīmāṃsā
langnet:reader:author:san:somadeva,san,Somadeva,Somadeva,person,historical,11th century CE,c. 1050–1100 CE,Kashmir,"Śaiva courtly milieu, Kashmir","Somadeva was an 11th-century Kashmiri Brahmin and court poet, best known for his vast story collection the *Kathāsaritsāgara* ('Ocean of Streams of Stories'), a retelling of the lost *Bṛhatkathā* of Guṇāḍhya. His work preserves a rich tapestry of Indian folk tales, frame narratives, and Śaiva devotional elements.",85,canonical,high,Historical person; author's name is well-attested in manuscript traditions and literary histories. The single work is his magnum opus.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,1,45758,Kathāsaritsāgara
langnet:reader:author:san:sthiramati,san,Sthiramati,Sthiramati,person,historical,6th century CE,c. 510–570,South Asia,Yogacara Buddhism; Indian Buddhist philosophy,"Sthiramati was a 6th-century Indian Buddhist philosopher and commentator in the Yogacara tradition, known for his commentaries on Vasubandhu's works, including the Triṃśikāvijñaptibhāṣya.",80,major,high,Well-attested historical figure in Buddhist doxographical sources and Chinese pilgrimage accounts.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,16151,Triṃśikāvijñaptibhāṣya
langnet:reader:author:san:subandhu,san,Subandhu,Subandhu,person,historical,classical,c. 6th–7th century CE,South Asia,Sanskrit prose fiction,"Subandhu was an early Indian poet and prose writer, author of the Vāsavadattā, a romantic narrative that marks an early phase of Sanskrit literary prose (gadya-kāvya).",55,common,high,"Attested historical figure; known for a single major work, a landmark in Sanskrit fiction.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,15412,Vāsavadattā
langnet:reader:author:san:sucaritamisra,san,Sucaritamiśra,Sucaritamiśra,person,historical,c. 10th–11th century CE,950–1050,South Asia (Kashmir),Indian subcontinent; Mīmāṃsā school of exegesis,"Sucaritamiśra was a Mīmāṃsā philosopher from Kashmir, best known for his Kāśikā commentary on Śabara's commentary on the Mīmāṃsā Sūtras. His work is central to the Prābhākara tradition.",70,major,high,Well-attested figure in Mīmāṃsā commentarial lineage.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,316657,Mīmāṃsāślokavārttikakāśikā
langnet:reader:author:san:sulhana,san,Sulhaṇa,Sulhaṇa,person,historical,medieval,c. 12th–13th century CE,South Asia,Sanskrit literary criticism,"Sulhaṇa was a medieval Sanskrit commentator and poet, known for the Sukavihṛdayānandinī, a commentary on the Kāvyaprakāśa, and other works on poetics.",28,specialist,medium,Not widely known; limited biographical evidence; works survive in specialized traditions.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,22007,Sukavihṛdayānandinī
langnet:reader:author:san:susruta,san,Suśruta,Suśruta,person,legendary,early classical,c. 5th–6th century BCE (traditional),South Asia,"Āyurvedic medicine, Dhanvantari school","Suśruta is a legendary physician and surgeon, traditionally regarded as the author of the Suśrutasaṃhitā, a foundational Ayurvedic text on surgery and medicine. The historical person behind the name is uncertain, but the text dates to the early centuries CE.",90,canonical,low,The author's historicity is uncertain; the text is a composite work attributed to a legendary sage.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,1,86847,Suśrutasaṃhitā
langnet:reader:author:san:svatmarama,san,Svātmārāma,Svātmārāma,person,historical,late medieval,c. 14th–15th century CE,South Asia,Haṭhayoga tradition,"Svātmārāma is a little-known medieval yogi attributed with the Haṭhayogapradīpikā, a seminal text on haṭha yoga. The work compiles earlier teachings and became a foundational manual for physical yogic practices.",75,major,medium,Historical details are sparse; the attribution rests on the text's colophon and internal evidence.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,1,4298,Haṭhayogapradīpikā
langnet:reader:author:san:haribhadrasuri,san,Haribhadrasūri,Haribhadrasūri,person,historical,c. 8th century CE,700–800,South Asia (Rajasthan/Gujarat),Indian subcontinent; Jaina scholar and philosopher,"Haribhadrasūri was a prolific Jaina writer and philosopher, composing works on logic, philosophy, and doxography. He is known for his synthetic approach and for the Yogabindu and numerous commentaries.",75,major,high,Well-attested Jaina author; some minor works may be attributed to a later namesake.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,4,36262,Nyāyapraveśapravṛtti | Śāstravārttāsamuccaya
langnet:reader:author:san:harivamsa,san,Harivaṃśa,Harivaṃśa,work_title,not_applicable,early classical,c. 3rd–4th century CE,Indian subcontinent,"Itihāsa-Purāṇa tradition, appendix to the Mahābhārata","The *Harivaṃśa* is a Sanskrit text traditionally considered an appendix (khila) to the Mahābhārata. It narrates the genealogy of Viṣṇu, the life of Kṛṣṇa, and the cosmic cycles, blending epic, purāṇic, and devotional elements. It is a key source for early Kṛṣṇa mythology.",78,major,high,The work is attributed to Vyāsa in tradition but is clearly the product of multiple authors over time. Catalog entries often treat 'Harivaṃśa' as the author entity for the text itself.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,305828,Harivaṃśa
langnet:reader:author:san:harivarman,san,Harivarman,Harivarman,person,historical,classical,4th–5th century,India (likely central or western),Buddhist scholasticism (Mādhyamaka),"Harivarman was a Buddhist philosopher associated with the Mādhyamaka tradition, author of the Satyasiddhiśāstra, a major compendium of Buddhist doctrine.",45,common,medium,Known primarily through Chinese and Tibetan translations; original Sanskrit scarce.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,248143,Satyasiddhiśāstram
langnet:reader:author:san:harsadeva,san,Harṣadeva,Harṣadeva,person,historical,medieval,c. 7th century CE,Kashmir / North India,Hinduism,"Harṣadeva is a Sanskrit dramatist, traditionally credited with the play Nāgānanda, a poetic work blending Buddhist and Śaiva themes.",60,common,medium,Sometimes conflated with the emperor Harṣavardhana; attribution of Nāgānanda is debated.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,2,5391,Nāgānanda
langnet:reader:author:san:hemacandra,san,Hemacandra,Hemacandra,person,historical,12th century CE,c. 1088–1172 CE,Gujarat,Jain monastic tradition; Śvetāmbara scholar,"Hemacandra was a Jain polymath, grammarian, and poet, active in the Chaulukya court. He authored the *Abhidhānacintāmaṇi*, a Sanskrit lexicon, along with works on grammar, prosody, and Jain philosophy. He is one of the most important figures in Jain Sanskrit literature.",88,canonical,high,Well-documented historical figure with a vast corpus; here represented by a single lexical work.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024229,1,2822,Abhidhānacintāmaṇi
