work_id,language,title,author,author_id,source_id,cts_work_urn,work_kind,parent_work_id,start_citation,end_citation,word_count,word_count_method,source_metadata_summary,classification_discovery_group_id,classification_discovery_tags,classification_global_popularity_score,classification_global_popularity_tier,classification_group_popularity_score,classification_group_popularity_tier,classification_category,classification_period,classification_date_range,classification_authorship_status,classification_popularity_score,classification_popularity_tier,classification_scope,classification_scope_popularity_score,classification_scope_popularity_tier,classification_confidence,classification_notes,classification_generator_models,classification_generator_run_id
langnet:reader:sanskrit_dcs:dcs_363,san,Sāṃkhyakārikābhāṣya,Unknown,,dcs_363,,work,,,,7085,whitespace_tokens,dcs_scope_hint=Sanskrit Philosophy; dcs_subject=Samkhya; dcs_time_slot=classical; dcs_author=Gauḍapāda; dcs_completed=false,philosophy,samkhya,35,specialist,40,common,Philosophy,Classical,c. 500–700,attributed,35,specialist,Other Sanskrit Literature,40,common,medium,"Attributed to Gauḍapāda, the Sāṃkhyakārikābhāṣya is an early commentary on Īśvarakṛṣṇa’s Sāṃkhyakārikā. Its 7,085-word exposition provides a rare early witness to Sāṃkhya exegesis, making it a specialist resource within the history of Indian philosophy.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_sAMkhyaparibhASA,san,Sāṃkhyaparibhāṣā,Unknown,,corpus_sa_sAMkhyaparibhASA,,work,,,,3871,whitespace_tokens,,philosophy,samkhya,25,specialist,35,specialist,Philosophy,Classical,,uncertain,25,specialist,Sanskrit Philosophy,35,specialist,medium,Sāṃkhyaparibhāṣā is a philosophical treatise on Sāṃkhya doctrine. It is of moderate importance within Sāṃkhya studies but less known outside that tradition.,openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_sAMkhyaparibhASA,san,Sāṃkhyaparibhāṣā,Unknown,,GRETIL_sa_sAMkhyaparibhASA,,work,,,,3381,whitespace_tokens,,philosophy,samkhya,30,specialist,20,specialist,Philosophy,Early Modern,1600–1700,anonymous,30,specialist,Other Sanskrit Literature,20,specialist,medium,"The Sāṃkhyaparibhāṣā is a late exposition of Sāṃkhya philosophy, summarizing its metaphysics of prakṛti and puruṣa in clear, pedagogical language. It is a useful but not widely known introductory manual, studied by specialists in later Sāṃkhya and the history of philosophical systems.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_sAMkhyasUtravivaraNa,san,Sāṃkhyasūtravivaraṇa,Unknown,,corpus_sa_sAMkhyasUtravivaraNa,,work,,,,1776,whitespace_tokens,,philosophy,samkhya|vedanta,15,specialist,20,specialist,Philosophy,Medieval,14th–16th century CE,single_attributed,15,specialist,Other Sanskrit Literature,20,specialist,low,"The Sāṃkhyasūtravivaraṇa is a 1,776-word commentary on the Sāṃkhyasūtras, likely composed in the medieval period. It presents the dualist Sāṃkhya system with Vedāntic interpretive moves. The text is specialist in the Sanskrit corpus and specialist within Sāṃkhya and Vedānta studies.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_sAMkhyasUtravivaraNa,san,Sāṃkhyasūtravivaraṇa,Unknown,,GRETIL_sa_sAMkhyasUtravivaraNa,,work,,,,1419,whitespace_tokens,,philosophy,samkhya,12,specialist,30,specialist,Commentary,Medieval,1400–1600,uncertain,12,specialist,Sanskrit Philosophy,30,specialist,medium,"The Sāṃkhyasūtravivaraṇa is a commentary on the Sāṃkhyasūtras, a foundational text of the Sāṃkhya system. The authorship of this vivaraṇa is uncertain, and it is a relatively obscure work within the Sāṃkhya exegetical tradition, consulted mainly by specialists investigating the later scholastic development of the darśana.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_373,san,Sāṃkhyatattvakaumudī,Unknown,,dcs_373,,work,,,,3889,whitespace_tokens,dcs_scope_hint=Sanskrit Philosophy; dcs_subject=Samkhya; dcs_time_slot=classical; dcs_author=Vācaspatimiśra; dcs_completed=false,philosophy,samkhya,35,specialist,55,common,Philosophy,Classical,c. 900–1000 CE,single_attributed,35,specialist,Sanskrit Philosophy,55,common,high,"Vācaspatimiśra's Sāṃkhyatattvakaumudī is a celebrated commentary on Īśvarakṛṣṇa's Sāṃkhyakārikā. It is a key text for understanding classical Sāṃkhya philosophy, widely used in scholarly study. Within the field of Sāṃkhya it is a major reference, though Sāṃkhya's narrower audience place it in the common tier for philosophy overall.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_8,san,Sūryasiddhānta,Unknown,,dcs_8,,work,,,,1283,whitespace_tokens,dcs_scope_hint=Sanskrit Astronomy and Mathematics; dcs_subject=Jyotisha; dcs_time_slot=classical; dcs_completed=false,astronomy,jyotisha,55,common,75,major,Astronomical Text,Classical,c. 5th–8th century CE,traditional,55,common,Sanskrit Astronomy and Mathematics,75,major,high,"The Sūryasiddhānta is one of the most influential and widely cited works of Indian astronomy (jyotiṣa). Though its traditional origins are ancient, the extant version dates from the classical period. It presents a geocentric model of the solar system, with mathematical methods for calculating planetary positions, eclipses, and the calendar. Despite its moderate word count in the DCS corpus, the Sūryasiddhānta has been a standard text in the Indian astronomical tradition and has attracted modern scholarly attention.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_351,san,Sūryaśataka,Unknown,,dcs_351,,work,,,,311,whitespace_tokens,dcs_scope_hint=Sanskrit Kavya; dcs_subject=Kavya; dcs_time_slot=classical; dcs_author=Mayūra; dcs_completed=false,hymn,stotra|kavya,15,specialist,30,specialist,Hymn,Classical,,single_attributed,15,specialist,Stotra,30,specialist,medium,"The Sūryaśataka is a classical Sanskrit stotra by Mayūra, consisting of a hundred verses in praise of the Sun god (Sūrya). It is a fine example of ornate devotional poetry and is well known within the stotra tradition, but is a specialist text in the broader Sanskrit corpus.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_352,san,Sūryaśatakaṭīkā,Unknown,,dcs_352,,work,,,,1468,whitespace_tokens,dcs_scope_hint=Sanskrit Kavya; dcs_subject=Kavya; dcs_time_slot=medieval; dcs_author=Tribhuvanapāla; dcs_completed=false,commentary,bhashya|kavya|stotra,20,specialist,25,specialist,Commentary,Medieval,,single_attributed,20,specialist,Sanskrit Commentary,25,specialist,high,"Sūryaśatakaṭīkā is a commentary by Tribhuvanapāla on the Sūryaśataka, a Sanskrit poem in praise of the sun god. The commentary elucidates the poetic and devotional elements of the base text and reflects the medieval scholastic tradition of kāvya commentary.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:translation_TS-mt,san,TS-mt,Unknown,,translation_TS-mt,,work,,,,66952,whitespace_tokens,,religion,vedic|samhita|yajurveda,30,specialist,45,common,Samhita,Vedic,c. 1200–800 BCE,traditional,30,specialist,Vedic Texts,45,common,high,"The Taittirīyasaṃhitā (here TS-mt) is the main saṃhitā (mantra collection) of the Taittirīya (Kṛṣṇa Yajurveda) school, containing both mantras for ritual use and the earliest layers of Brāhmaṇa-like exposition integrated within the mantra sections. It is foundational for Vedic ritual studies and the history of early Indian prose. While it holds common popularity within the Vedic scope, its global reach across the Sanskrit corpus is specialist, as its technical ritual content and archaic language restrict engagement to specialists of Vedic philology, Indo-Iranian linguistics, and ritual theory.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_526,san,Taittirīyabrāhmaṇa,Unknown,,dcs_526,,work,,,,26613,whitespace_tokens,dcs_scope_hint=Vedic Texts; dcs_subject=Brahmana; dcs_time_slot=early; dcs_completed=false,ritual,vedic|brahmana,80,major,95,canonical,Ritual,Vedic,,anonymous,80,major,Vedic Ritual and Exegesis,95,canonical,high,"The Taittirīyabrāhmaṇa is a prose text of the Krishna Yajurveda, providing explanations of the sacrificial rituals and mythological narratives. It is a foundational work for the study of Vedic ritual and exegesis, widely cited in later tradition.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_510,san,Taittirīyasaṃhitā,Unknown,,dcs_510,,work,,,,62319,whitespace_tokens,dcs_scope_hint=Vedic Texts; dcs_subject=Yajurveda; dcs_time_slot=early; dcs_completed=false,religion,vedic|veda|yajurveda|ritual,90,canonical,95,canonical,Vedic Text,Vedic,,traditional,90,canonical,Vedic Texts,95,canonical,high,"The Taittirīyasaṃhitā is a recension of the Kṛṣṇa Yajurveda, containing mantras and ritual instructions. It is a primary source for the study of Vedic religion and ritual.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_TS,san,Taittirīyasaṃhitā,Unknown,,corpus_TS,,work,,,,36352,whitespace_tokens,,ritual,vedic|veda,60,common,75,major,Religious Text,Vedic,c. 1200–800 BCE,traditional,60,common,Vedic Texts,75,major,high,"The Taittirīyasaṃhitā is a key recension of the Kṛṣṇa Yajurveda, one of the four Vedas. It is a collection of mantras and ritual instructions used in Vedic sacrifices, and it is foundational for the study of Vedic religion, language, and culture. As a primary Vedic text, it is widely studied in Indology and religious studies, though its technical content places it in the common rather than major tier for general readers.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:Brahmana_texts_TS,san,Taittirīyasaṃhitā,Unknown,,Brahmana_texts_TS,,work,,,,39588,whitespace_tokens,,religion,samhita|yajurveda|veda,70,major,85,canonical,Religious Text,Vedic,c. 1200–800 BCE,traditional,70,major,Vedic Texts,85,canonical,high,"The Taittirīyasaṃhitā is a primary recension of the Black Yajurveda, containing mantras and prose explanations for Vedic sacrifices. It is a major text in the Sanskrit corpus and canonical within Vedic literature, central to the study of ancient Indian ritual and language.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_460,san,Taittirīyopaniṣad,Unknown,,dcs_460,,work,,,,4037,whitespace_tokens,dcs_scope_hint=Vedic Texts; dcs_subject=Upanishad; dcs_time_slot=early; dcs_completed=false,religion,vedic|upanishad,75,major,80,major,Religious Text,Epic,c. 600–300 BCE,traditional,75,major,Vedic Texts,80,major,high,"The Taittirīyopaniṣad is a major Upaniṣad of the Yajurveda, belonging to the Taittirīya school. It is divided into three sections (valli) covering phonetics, ethics, and metaphysics, including the famous declaration 'Tat tvam asi' (That thou art) in its philosophical portion. It is a central text for the study of Vedānta and early Upaniṣadic thought, widely read and commented upon. Its length (4037 words) is typical for a principal Upaniṣad.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_546,san,Taittirīyāraṇyaka,Unknown,,dcs_546,,work,,,,12992,whitespace_tokens,dcs_scope_hint=Vedic Texts; dcs_subject=Aranyaka; dcs_time_slot=early; dcs_completed=false,ritual,aranyaka|vedic|kalpa,35,specialist,45,common,Religious Text,Vedic,c. 800–400 BCE,traditional,35,specialist,Vedic Texts,45,common,high,"The Taittirīyāraṇyaka is a major Vedic Āraṇyaka text belonging to the Taittirīya school of the Kṛṣṇa Yajurveda. With 12992 words, it comprises ritual instructions, cosmological speculations, and esoteric interpretations of sacrifice. As an anonymous traditional work dated to the early first millennium BCE, it is essential for scholars of Vedic ritual and theology, though it holds a specialist readership.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_38,san,Tantrasāra,Unknown,,dcs_38,,work,,,,9570,whitespace_tokens,dcs_subject=Tantra; dcs_time_slot=medieval; dcs_author=Abhinavagupta; dcs_completed=false,religion,tantra|shaiva,40,common,50,common,Tantra,Medieval,"['c. 1000', 'c. 1100']",single_attributed,40,common,Śaiva Tantra,50,common,high,"Abhinavagupta's Tantrasāra (Essence of the Tantras) is a foundational summary of Kashmir Śaiva Tantra philosophy and practice, composed in the 10th–11th century. It distills the teachings of the more voluminous Tantrāloka into a manageable compendium, making it a widely studied text in Tantric studies and Indian philosophy. It is a key work for understanding the Pratyabhijñā and Trika systems.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_391,san,Tantrākhyāyikā,Unknown,,dcs_391,,work,,,,6305,whitespace_tokens,dcs_scope_hint=Sanskrit Narrative Literature; dcs_subject=Katha; dcs_time_slot=classical; dcs_completed=false,narrative,katha,40,common,50,common,Narrative Prose,Classical,,traditional,40,common,Sanskrit Narrative Literature,50,common,high,"Tantrākhyāyikā is a recension of the Pañcatantra, a collection of fables and wisdom tales. It is a key text in the narrative literature (kathā) tradition and has been influential in the transmission of Indian fables to the West.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_tarkabhASA,san,Tarkabhāṣā,Unknown,,corpus_sa_tarkabhASA,,work,,,,12444,whitespace_tokens,,philosophy,nyaya|bhashya,15,specialist,25,specialist,Commentary,Classical,c. 12th–14th c. CE,uncertain,15,specialist,Sanskrit Philosophy,25,specialist,medium,"The Tarkabhāṣā ('Language of Logic') is a manual of Navya-Nyāya logic, presenting the technical terminology and argument forms of this school in a systematic way. It is a moderately sized work (c. 12,400 words) and serves as an introductory or intermediate text for students of Nyāya. Its readership is almost exclusively specialists in Indian logic and philosophy.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_tarkabhASA,san,Tarkabhāṣā,Unknown,,GRETIL_sa_tarkabhASA,,work,,,,8060,whitespace_tokens,,philosophy,nyaya,55,common,65,common,Philosophy,Classical,,uncertain,55,common,Nyaya,65,common,medium,"Tarkabhāṣā, often attributed to Keśava Miśra, is a concise Nyāya manual. It serves as an introductory text for students of Indian logic and is moderately well-known in scholarly circles.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_tattvamImAMsA,san,Tattvamīmāṃsā,Unknown,,corpus_sa_tattvamImAMsA,,work,,,,2933,whitespace_tokens,,philosophy,vedanta,12,specialist,18,specialist,Philosophy,Medieval,"['c. 1300', 'c. 1600']",uncertain,12,specialist,Vedanta,18,specialist,medium,"The Tattvamīmāṃsā (Investigation of Reality) is a philosophical treatise of unknown authorship, likely from the medieval period. It appears to engage with Advaita Vedānta or related traditions, analyzing fundamental principles (tattvas). This short text of about 2,930 words is known only to specialists in later Indian philosophy, and its precise doctrinal affiliations require further study.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_tattvamImAMsA,san,Tattvamīmāṃsā,Unknown,,GRETIL_sa_tattvamImAMsA,,work,,,,1607,whitespace_tokens,,philosophy,mimamsa,12,specialist,18,specialist,Philosophy,Early Medieval,,uncertain,12,specialist,Sanskrit Philosophy,18,specialist,low,"The Tattvamīmāṃsā is a minor philosophical treatise belonging to the Mīmāṃsā tradition. Its author is uncertain. This text is of specific interest to historians of Indian philosophy, especially those working on the intersection of Mīmāṃsā and Vedānta. Its obscurity and technical nature limit its readership to a specialist circle.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_tattvasamAsasUtravRtti,san,Tattvasamāsasūtravṛtti,Unknown,,corpus_sa_tattvasamAsasUtravRtti,,work,,,,3552,whitespace_tokens,,philosophy,samkhya|bhashya,20,specialist,25,specialist,Philosophy,Classical,,uncertain,20,specialist,Sanskrit Philosophy,25,specialist,medium,"The Tattvasamāsasūtravṛtti is a commentary on the Tattvasamāsa Sūtra, a foundational text of the Sāṃkhya philosophical system. The work is anonymous and likely medieval, serving as an exegetical aid for students of Sāṃkhya.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_tattvasamAsasUtravRtti,san,Tattvasamāsasūtravṛtti,Unknown,,GRETIL_sa_tattvasamAsasUtravRtti,,work,,,,2583,whitespace_tokens,,philosophy,samkhya|sutra,25,specialist,30,specialist,Commentary,Classical,1300 CE–1500 CE,uncertain,25,specialist,Sanskrit Philosophy,30,specialist,medium,"The Tattvasamāsasūtravṛtti is a commentary (vṛtti) on the Tattvasamāsa sūtras, a concise Sāṃkhya text. The work’s authorship remains uncertain, though it likely belongs to the later medieval scholastic tradition of Sāṃkhya exegesis. Its relatively short length (about 2,600 words) and technical focus orient it toward specialist study.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_403,san,Tattvavaiśāradī,Unknown,,dcs_403,,work,,,,122,whitespace_tokens,dcs_scope_hint=Sanskrit Philosophy; dcs_subject=Yoga; dcs_time_slot=classical; dcs_completed=false,philosophy,yoga,20,specialist,30,specialist,Philosophy,Classical,,attributed,20,specialist,Sanskrit Philosophy,30,specialist,medium,"Tattvavaiśāradī, traditionally attributed to Vācaspati Miśra, is a commentary on the Yogasūtra. Despite its philosophical importance, its short length and specialist readership limit its broader popularity.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_168,san,Toḍalatantra,Unknown,,dcs_168,,work,,,,3896,whitespace_tokens,dcs_subject=Tantra; dcs_time_slot=medieval; dcs_completed=false,ritual,tantra,25,specialist,30,specialist,Technical Treatise,Medieval,c. 1000–1400,traditional,25,specialist,Other Sanskrit Literature,30,specialist,medium,"The Toḍalatantra is a Śākta Tantric text of modest length (3,896 words) that belongs to the later Tantric corpus. It is of interest primarily to specialists in Tantric literature and Śākta ritual traditions.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_396,san,Trikāṇḍaśeṣa,Unknown,,dcs_396,,work,,,,702,whitespace_tokens,dcs_scope_hint=Sanskrit Lexicography; dcs_subject=Kosha; dcs_time_slot=classical; dcs_author=Puruṣottadeva; dcs_completed=false,lexicography,kosha,20,specialist,30,specialist,Lexicography,Classical,c. 1100–1200 CE,attributed,20,specialist,Sanskrit Lexicography,30,specialist,high,"The Trikāṇḍaśeṣa attributed to Puruṣottamadeva is a Sanskrit lexicon (kośa) that supplements the earlier Amarakosha, organized into three sections (trikāṇḍa). This concise 702-word work lists synonyms and homonyms within specialized semantic domains. It is a specialist reference text consulted by lexicographers and scholars of Sanskrit philology.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_tArAbhaTTArikAnAmASTottarazatakastotra,san,Tārābhaṭṭārikānāmāṣṭottaraśatakastotra,Unknown,,corpus_sa_tArAbhaTTArikAnAmASTottarazatakastotra,,work,,,,780,whitespace_tokens,,hymn,buddhist|buddhist_tantra|stotra,5,obscure,8,obscure,Hymn,Medieval,,traditional,5,obscure,Stotra,8,obscure,medium,"The Tārābhaṭṭārikānāmāṣṭottaraśatakastotra is a tantric Buddhist hymn (Stotra) to the goddess Tārā, containing 108 names. This is a very specialized text within Tibetan and Indian esoteric Buddhism, with a very limited and obscure readership outside of dedicated practitioners and specialists.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_tArAbhaTTArikAnAmASTottarazatakastotra,san,Tārābhaṭṭārikānāmāṣṭottaraśatakastotra,Unknown,,GRETIL_sa_tArAbhaTTArikAnAmASTottarazatakastotra,,work,,,,777,whitespace_tokens,,hymn,stotra|tantra|buddhist,20,specialist,30,specialist,Hymn,Medieval,c. 10th–12th c. CE,traditional,20,specialist,Stotra,30,specialist,high,"A Tantric Buddhist hymn of praise (stotra) dedicated to the goddess Tārā, the Tārābhaṭṭārikānāmāṣṭottaraśatakastotra is a short devotional work of 777 words. It is part of the large body of Tantric stotra literature. Its readership is largely confined to specialists in Buddhist Tantra and the study of female deities in Mahāyāna Buddhism.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_72,san,Uḍḍāmareśvaratantra,Unknown,,dcs_72,,work,,,,8501,whitespace_tokens,dcs_subject=Tantra; dcs_time_slot=late; dcs_completed=false,religion,tantra|shaiva,10,specialist,20,specialist,Religious Text,Early Medieval,c. 800–1100 CE,traditional,10,specialist,Śaiva Tantra,20,specialist,medium,"The Uḍḍāmareśvaratantra is a Śaiva tantric text centered on the goddess Uḍḍāmareśvarī, belonging to the late tantric tradition. Its specialist audience and incomplete transmission in the DCS corpus place it within the specialist tier of Sanskrit religious literature.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:translations_VS-Griffith,san,VS-Griffith,Unknown,,translations_VS-Griffith,,work,,,,10764,whitespace_tokens,,religion,veda|samhita,85,canonical,80,major,Religious Text,Vedic,1200–1000,traditional,85,canonical,Vedic Texts,80,major,high,"This English translation by Ralph T. H. Griffith (VS-Griffith) presents the Vājasaneyī Saṃhitā of the Śukla Yajurveda in accessible verse. The original text is a central Vedic collection of sacrificial formulas, and Griffith's translation has been a standard reference for students of Vedic religion and ritual. The work is widely used as a study edition.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:translation_VaikhDhS-mt,san,VaikhDhS-mt,Unknown,,translation_VaikhDhS-mt,,work,,,,18592,whitespace_tokens,,ritual,dharmashastra|vedic,18,specialist,50,common,Dharmashastra,Medieval,C. 14th-16th century,traditional,18,specialist,Dharmashastra,50,common,medium,"Classification: The 'VaikhDhS-mt' (Vaikhanasa Dharmasutra) is a late text of the Vaikhanasa tradition dealing with dharma and religious practice. It is a specialist work in Dharmashastra, fairly obscure globally but common within the Dharmashastra corpus.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:translation_VaikhGS-mt,san,VaikhGS-mt,Unknown,,translation_VaikhGS-mt,,work,,,,31229,whitespace_tokens,,ritual,grhyasutra,15,specialist,45,common,Sutra,Vedic,-400–200,traditional,15,specialist,Vedic Texts,45,common,high,"The Vaikhānasa Gṛhyasūtra is a domestic ritual manual belonging to the Vaikhānasa tradition of the Kṛṣṇa Yajurveda. It prescribes household rites and is particularly important for understanding the ritual practices of the Vaikhānasa school, which is associated with Vaiṣṇava temple worship. It is a specialist text for scholars of Vedic ritual and temple traditions.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_125,san,Vaikhānasadharmasūtra,Unknown,,dcs_125,,work,,,,3643,whitespace_tokens,dcs_scope_hint=Dharmashastra; dcs_subject=Dharmasutra; dcs_time_slot=classical; dcs_completed=false,law,dharmashastra|dharmasutra|sutra,25,specialist,35,specialist,Technical Treatise,Classical,,traditional,25,specialist,Dharmashastra,35,specialist,high,"The Vaikhānasadharmasūtra is a Classical Sanskrit Dharmasutra text of the Vaikhānasa school, a significant but specialized tradition of domestic and social law. It is a core text for scholars of Dharmashastra and Vedic ritual communities, but remains outside the broader Classical Sanskrit canon, yielding a specialist global popularity.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_VaikhDhS,san,Vaikhānasadharmasūtra,Unknown,,corpus_VaikhDhS,,work,,,,5214,whitespace_tokens,,law,dharmasutra|smriti,25,specialist,35,specialist,Legal Text,Epic,400–300,traditional,25,specialist,Dharmashastra,35,specialist,high,"The Vaikhānasadharmasūtra is a Dharmasūtra text belonging to the Vaikhānasa tradition of ritualists, prescribing rules of conduct, penance, and domestic rites. It is less widely known than the principal Dharmasūtras but is important for understanding the diversity of early Brahmanical legal traditions and the Vaikhānasa school's specific regulations.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:Dharmasutra_texts_VaikhDhS,san,Vaikhānasadharmasūtra,Unknown,,Dharmasutra_texts_VaikhDhS,,work,,,,3976,whitespace_tokens,,ritual,dharmashastra|dharmasutra|grhyasutra|kalpa|vedic,18,specialist,35,specialist,Technical Treatise,Vedic,c. 300 BCE–100 CE,traditional,18,specialist,Dharmashastra,35,specialist,medium,"The Vaikhānasadharmasūtra is a late Vedic text belonging to the Vaikhānasa school of the Taittirīya tradition, prescribing domestic rituals and dharma (ethical and legal duties) for householders. It provides a crucial link between the earlier gṛhyasūtra tradition and the later systematic Dharmashastras. The work is important for the study of early Hindu law and domestic ritual.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_239,san,Vaikhānasagṛhyasūtra,Unknown,,dcs_239,,work,,,,12276,whitespace_tokens,dcs_scope_hint=Vedic Ritual and Exegesis; dcs_subject=Grhyasutra; dcs_time_slot=early; dcs_completed=false,ritual,vedic|brahmana,25,specialist,40,common,Technical Treatise,Epic,c. 500–200 BCE,traditional,25,specialist,Vedic Ritual and Exegesis,40,common,high,"The Vaikhānasagṛhyasūtra is a Gṛhyasūtra text belonging to the Vaikhānasa school of the Taittirīya branch of the Yajurveda. It prescribes domestic rituals and rites of passage, and is an important source for the study of Vedic domestic ritual. The text is of specialist interest within Vedic studies, but is a well-known example within the Gṛhyasūtra genre. Its length (12276 words) is substantial for a sūtra work.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_VaikhGS,san,Vaikhānasagṛhyasūtra,Unknown,,corpus_VaikhGS,,work,,,,8209,whitespace_tokens,,ritual,vedic|grhyasutra|kalpa,15,specialist,25,specialist,Technical Treatise,Vedic,4th–6th century CE?,traditional,15,specialist,Vedic Ritual and Exegesis,25,specialist,medium,"The Vaikhānasagṛhyasūtra (VaikhGS) is a 8,209-word domestic ritual manual of the Vaikhānasa tradition, associated with the Kṛṣṇa Yajurveda. It details life-cycle rites, temple rituals, and domestic observances. The work is specialist globally but common within Vedic ritual studies.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:Grhya_texts_VaikhGS,san,Vaikhānasagṛhyasūtra,Unknown,,Grhya_texts_VaikhGS,,work,,,,6021,whitespace_tokens,,ritual,grhyasutra|kalpa,20,specialist,40,common,Technical Treatise,Early Medieval,c. 500–900 CE,traditional,20,specialist,Vedic Ritual and Exegesis,40,common,medium,"The Vaikhānasagṛhyasūtra is a domestic ritual manual belonging to the Vaikhānasa school, a tradition of Vedic ritualism associated with the Taittirīya Śākhā of the Black Yajurveda. At 6,021 words, it provides detailed prescriptions for gṛhya (household) rites, representing a distinctive liturgical tradition. It is an important source for the study of Vedic domestic religion and the history of the Vaikhānasa sect.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_553,san,Vaikhānasaśrautasūtra,Unknown,,dcs_553,,work,,,,27340,whitespace_tokens,dcs_scope_hint=Vedic Ritual and Exegesis; dcs_subject=Shrautasutra; dcs_time_slot=early; dcs_completed=false,ritual,,20,specialist,35,specialist,Sutra,Epic,c. 500–100 CE,traditional,20,specialist,Vedic Ritual and Exegesis,35,specialist,high,"The Vaikhānasaśrautasūtra is a ritual manual belonging to the Vaikhānasa school of the Black Yajurveda. It details solemn Vedic sacrifices and is an important source for the study of Śrauta ritual. It is a specialist text within the field of Vedic ritual studies, with a dedicated but narrow audience.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_Vaikh_S,san,Vaikhānasaśrautasūtra,Unknown,,corpus_Vaikh_S,,work,,,,27968,whitespace_tokens,,ritual,vedic,30,specialist,70,major,Religious Text,Vedic,,traditional,30,specialist,Vedic Texts,70,major,high,"Vaikhānasaśrautasūtra is a Vedic ritual text of the Taittirīya school, associated with the Vaikhānasa tradition. It prescribes the performance of Śrauta rites.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
